From,To,Time
116,98,1999-01-22 20:46:00
116,42,1999-01-22 20:46:00
42,94,1999-01-27 16:26:00
42,83,1999-01-28 16:36:00
55,5,1999-02-05 10:15:00
42,91,1999-02-05 15:31:00
42,73,1999-02-09 10:53:00
67,5,1999-02-09 14:04:00
67,69,1999-02-09 14:04:00
67,21,1999-02-09 14:04:00
67,0,1999-02-09 14:04:00
67,79,1999-02-09 14:04:00
67,4,1999-02-09 14:04:00
67,78,1999-02-09 14:04:00
67,40,1999-02-09 14:04:00
67,48,1999-02-09 14:04:00
67,60,1999-02-09 14:04:00
67,2,1999-02-09 14:04:00
67,61,1999-02-09 14:04:00
67,81,1999-02-09 14:04:00
67,7,1999-02-09 14:04:00
67,49,1999-02-09 14:04:00
67,3,1999-02-09 14:04:00
67,64,1999-02-09 14:04:00
67,95,1999-02-09 14:04:00
67,37,1999-02-09 14:04:00
67,62,1999-02-09 14:04:00
67,41,1999-02-09 14:04:00
67,32,1999-02-09 14:04:00
67,8,1999-02-09 14:04:00
67,43,1999-02-09 14:04:00
67,66,1999-02-09 14:04:00
67,72,1999-02-09 14:04:00
67,67,1999-02-09 14:04:00
67,89,1999-02-09 14:04:00
67,63,1999-02-09 14:04:00
67,90,1999-02-09 14:04:00
67,17,1999-02-09 14:04:00
67,15,1999-02-09 14:04:00
67,46,1999-02-09 14:04:00
67,23,1999-02-09 14:04:00
67,1,1999-02-09 14:04:00
67,20,1999-02-09 14:04:00
67,12,1999-02-09 14:04:00
67,13,1999-02-09 14:04:00
67,58,1999-02-09 14:04:00
67,92,1999-02-09 14:04:00
67,11,1999-02-09 14:04:00
67,33,1999-02-09 14:04:00
67,105,1999-02-09 14:04:00
67,45,1999-02-09 14:04:00
67,80,1999-02-09 14:04:00
67,16,1999-02-09 14:04:00
67,77,1999-02-09 14:04:00
67,54,1999-02-09 14:04:00
67,44,1999-02-09 14:04:00
67,38,1999-02-09 14:04:00
67,34,1999-02-09 14:04:00
67,39,1999-02-09 14:04:00
67,24,1999-02-09 14:04:00
67,100,1999-02-09 14:04:00
67,27,1999-02-09 14:04:00
67,82,1999-02-09 14:04:00
67,28,1999-02-09 14:04:00
67,50,1999-02-09 14:04:00
67,88,1999-02-09 14:04:00
67,68,1999-02-09 14:04:00
67,29,1999-02-09 14:04:00
67,35,1999-02-09 14:04:00
67,14,1999-02-09 14:04:00
67,30,1999-02-09 14:04:00
67,71,1999-02-09 14:04:00
67,65,1999-02-09 14:04:00
67,52,1999-02-09 14:04:00
67,56,1999-02-09 14:04:00
67,22,1999-02-09 14:04:00
67,53,1999-02-09 14:04:00
67,31,1999-02-09 14:04:00
67,19,1999-02-09 14:04:00
67,51,1999-02-09 14:04:00
67,85,1999-02-09 14:04:00
67,57,1999-02-09 14:04:00
67,36,1999-02-09 14:04:00
67,93,1999-02-09 14:04:00
67,25,1999-02-09 14:04:00
67,6,1999-02-09 14:04:00
67,75,1999-02-09 14:04:00
67,18,1999-02-09 14:04:00
67,9,1999-02-09 14:04:00
42,33,1999-02-10 10:38:00
42,26,1999-02-17 14:31:00
10,11,1999-03-02 15:30:00
22,55,1999-05-03 10:37:00
8,24,1999-05-03 14:00:00
24,5,1999-05-04 09:04:00
11,75,1999-05-10 09:05:00
24,17,1999-05-10 09:22:00
24,62,1999-05-10 12:10:00
8,56,1999-05-10 13:36:00
8,61,1999-05-10 13:36:00
11,3,1999-05-10 16:22:00
70,11,1999-05-10 17:33:00
11,43,1999-05-10 18:13:00
4,5,1999-05-11 08:46:00
22,21,1999-05-11 09:27:00
22,75,1999-05-11 15:31:00
22,98,1999-05-11 16:13:00
44,50,1999-05-11 20:48:00
56,29,1999-05-12 07:36:00
22,73,1999-05-12 10:56:00
56,37,1999-05-12 13:04:00
22,41,1999-05-12 18:36:00
22,47,1999-05-12 18:36:00
22,76,1999-05-12 18:36:00
61,56,1999-05-13 09:18:00
22,33,1999-05-13 15:37:00
24,85,1999-05-13 16:19:00
11,79,1999-05-13 17:43:00
44,33,1999-05-14 10:40:00
11,76,1999-05-14 11:43:00
22,99,1999-05-14 13:54:00
5,99,1999-05-14 14:11:00
11,82,1999-05-17 11:56:00
44,35,1999-05-17 13:50:00
56,35,1999-05-17 14:08:00
11,21,1999-05-17 16:58:00
56,31,1999-05-18 09:01:00
22,91,1999-05-20 09:12:00
24,33,1999-05-20 14:05:00
11,99,1999-05-21 09:59:00
44,66,1999-05-21 14:43:00
44,48,1999-05-21 15:00:00
22,59,1999-05-21 17:45:00
11,87,1999-05-24 09:15:00
24,53,1999-05-25 10:00:00
3,4,1999-05-25 10:17:00
56,78,1999-05-25 16:08:00
10,24,1999-05-25 17:09:00
10,62,1999-05-25 17:09:00
22,50,1999-05-26 11:18:00
22,70,1999-05-26 11:18:00
22,87,1999-05-26 11:18:00
22,45,1999-05-26 11:18:00
22,79,1999-05-26 11:18:00
22,27,1999-05-26 11:38:00
56,48,1999-05-26 14:25:00
22,58,1999-05-26 15:44:00
42,59,1999-05-27 14:14:00
11,1,1999-05-28 08:27:00
75,73,1999-05-28 10:01:00
75,52,1999-05-28 10:01:00
5,74,1999-05-28 16:16:00
5,89,1999-05-28 16:22:00
5,76,1999-05-28 16:23:00
4,2,1999-05-28 19:03:00
3,37,1999-06-01 15:11:00
22,7,1999-06-02 08:40:00
22,26,1999-06-03 11:43:00
3,2,1999-06-03 17:16:00
22,40,1999-06-06 12:11:00
87,70,1999-06-07 09:46:00
71,24,1999-06-07 14:42:00
71,53,1999-06-07 14:42:00
71,56,1999-06-07 14:42:00
71,58,1999-06-07 14:42:00
71,61,1999-06-07 14:42:00
71,20,1999-06-07 14:42:00
71,54,1999-06-07 14:42:00
71,89,1999-06-07 14:42:00
71,65,1999-06-07 14:42:00
71,7,1999-06-07 14:42:00
71,62,1999-06-07 14:42:00
71,10,1999-06-07 14:42:00
50,61,1999-06-09 10:39:00
44,77,1999-06-10 09:19:00
27,54,1999-06-11 13:53:00
27,37,1999-06-11 13:53:00
27,85,1999-06-11 13:53:00
27,44,1999-06-11 13:53:00
27,52,1999-06-11 13:53:00
27,100,1999-06-11 13:53:00
27,91,1999-06-11 13:53:00
27,55,1999-06-11 13:53:00
27,80,1999-06-11 13:53:00
27,0,1999-06-11 13:53:00
27,51,1999-06-11 13:53:00
27,30,1999-06-11 13:53:00
27,29,1999-06-11 13:53:00
27,4,1999-06-11 13:53:00
27,81,1999-06-11 13:53:00
27,56,1999-06-11 13:53:00
27,43,1999-06-11 13:53:00
27,13,1999-06-11 13:53:00
27,3,1999-06-11 13:53:00
27,53,1999-06-11 13:53:00
27,47,1999-06-11 13:53:00
27,32,1999-06-11 13:53:00
27,1,1999-06-11 13:53:00
27,45,1999-06-11 13:53:00
27,12,1999-06-11 13:53:00
27,33,1999-06-11 13:53:00
27,46,1999-06-11 13:53:00
27,50,1999-06-11 13:53:00
27,48,1999-06-11 13:53:00
27,34,1999-06-11 13:53:00
27,41,1999-06-11 13:53:00
27,57,1999-06-11 13:53:00
27,58,1999-06-11 13:53:00
27,79,1999-06-11 13:53:00
27,36,1999-06-11 13:53:00
27,35,1999-06-11 13:53:00
27,2,1999-06-11 13:53:00
27,31,1999-06-11 13:53:00
27,49,1999-06-11 13:53:00
27,63,1999-06-11 13:53:00
27,62,1999-06-11 13:53:00
27,69,1999-06-11 13:53:00
27,77,1999-06-11 13:53:00
27,64,1999-06-11 13:53:00
27,21,1999-06-11 13:53:00
27,61,1999-06-11 13:53:00
27,76,1999-06-11 13:53:00
27,9,1999-06-11 13:53:00
27,88,1999-06-11 13:53:00
27,65,1999-06-11 13:53:00
27,78,1999-06-11 13:53:00
27,89,1999-06-11 13:53:00
27,23,1999-06-11 13:53:00
27,24,1999-06-11 13:53:00
27,8,1999-06-11 13:53:00
27,25,1999-06-11 13:53:00
27,92,1999-06-11 13:53:00
27,75,1999-06-11 13:53:00
27,20,1999-06-11 13:53:00
27,74,1999-06-11 13:53:00
27,38,1999-06-11 13:53:00
27,93,1999-06-11 13:53:00
27,39,1999-06-11 13:53:00
27,11,1999-06-11 13:53:00
27,72,1999-06-11 13:53:00
27,71,1999-06-11 13:53:00
27,90,1999-06-11 13:53:00
27,15,1999-06-11 13:53:00
27,73,1999-06-11 13:53:00
27,16,1999-06-11 13:53:00
27,60,1999-06-11 13:53:00
27,59,1999-06-11 13:53:00
27,10,1999-06-11 13:53:00
27,40,1999-06-11 13:53:00
27,17,1999-06-11 13:53:00
27,18,1999-06-11 13:53:00
27,19,1999-06-11 13:53:00
27,14,1999-06-11 13:53:00
27,26,1999-06-11 13:53:00
27,66,1999-06-11 13:53:00
27,7,1999-06-11 13:53:00
27,6,1999-06-11 13:53:00
11,47,1999-06-14 08:57:00
38,57,1999-06-14 09:42:00
38,65,1999-06-14 09:42:00
38,64,1999-06-14 09:42:00
38,40,1999-06-14 09:42:00
38,49,1999-06-14 09:42:00
38,44,1999-06-14 09:42:00
38,73,1999-06-14 09:42:00
38,32,1999-06-14 09:42:00
38,74,1999-06-14 09:42:00
38,76,1999-06-14 09:42:00
38,6,1999-06-14 09:42:00
38,21,1999-06-14 09:42:00
38,66,1999-06-14 09:42:00
38,63,1999-06-14 09:42:00
38,45,1999-06-14 09:42:00
38,38,1999-06-14 09:42:00
38,51,1999-06-14 09:42:00
38,25,1999-06-14 09:42:00
38,12,1999-06-14 09:42:00
38,41,1999-06-14 09:42:00
38,93,1999-06-14 09:42:00
38,31,1999-06-14 09:42:00
38,15,1999-06-14 09:42:00
38,39,1999-06-14 09:42:00
38,2,1999-06-14 09:42:00
38,30,1999-06-14 09:42:00
38,26,1999-06-14 09:42:00
38,62,1999-06-14 09:42:00
38,10,1999-06-14 09:42:00
38,85,1999-06-14 09:42:00
38,4,1999-06-14 09:42:00
38,37,1999-06-14 09:42:00
38,71,1999-06-14 09:42:00
38,14,1999-06-14 09:42:00
38,72,1999-06-14 09:42:00
38,7,1999-06-14 09:42:00
38,3,1999-06-14 09:42:00
38,8,1999-06-14 09:42:00
38,56,1999-06-14 09:42:00
38,16,1999-06-14 09:42:00
38,59,1999-06-14 09:42:00
38,58,1999-06-14 09:42:00
38,35,1999-06-14 09:42:00
38,17,1999-06-14 09:42:00
38,13,1999-06-14 09:42:00
38,1,1999-06-14 09:42:00
38,89,1999-06-14 09:42:00
38,53,1999-06-14 09:42:00
38,20,1999-06-14 09:42:00
38,60,1999-06-14 09:42:00
38,48,1999-06-14 09:42:00
38,91,1999-06-14 09:42:00
38,29,1999-06-14 09:42:00
38,61,1999-06-14 09:42:00
38,23,1999-06-14 09:42:00
38,11,1999-06-14 09:42:00
38,50,1999-06-14 09:42:00
38,0,1999-06-14 09:42:00
38,69,1999-06-14 09:42:00
38,79,1999-06-14 09:42:00
38,22,1999-06-14 09:42:00
38,9,1999-06-14 09:42:00
38,18,1999-06-14 09:42:00
38,81,1999-06-14 09:42:00
38,90,1999-06-14 09:42:00
38,52,1999-06-14 09:42:00
38,80,1999-06-14 09:42:00
38,54,1999-06-14 09:42:00
38,43,1999-06-14 09:42:00
38,34,1999-06-14 09:42:00
38,33,1999-06-14 09:42:00
38,24,1999-06-14 09:42:00
38,36,1999-06-14 09:42:00
38,78,1999-06-14 09:42:00
38,75,1999-06-14 09:42:00
38,100,1999-06-14 09:42:00
38,46,1999-06-14 09:42:00
38,19,1999-06-14 09:42:00
38,42,1999-06-14 09:42:00
38,77,1999-06-14 09:42:00
38,47,1999-06-14 09:42:00
38,92,1999-06-14 09:42:00
38,55,1999-06-14 09:42:00
38,88,1999-06-14 09:42:00
3,9,1999-06-14 09:57:00
11,50,1999-06-14 17:36:00
44,44,1999-06-14 19:16:00
22,88,1999-06-16 11:32:00
44,78,1999-06-22 08:36:00
3,41,1999-06-22 14:23:00
52,5,1999-06-24 09:00:00
55,11,1999-06-24 15:22:00
55,75,1999-06-24 15:22:00
49,42,1999-06-24 17:43:00
49,78,1999-06-24 17:43:00
49,53,1999-06-24 17:43:00
49,44,1999-06-24 17:43:00
49,54,1999-06-24 17:43:00
49,79,1999-06-24 17:43:00
49,5,1999-06-24 17:43:00
49,4,1999-06-24 17:43:00
49,80,1999-06-24 17:43:00
49,19,1999-06-24 17:43:00
49,0,1999-06-24 17:43:00
49,46,1999-06-24 17:43:00
49,18,1999-06-24 17:43:00
49,81,1999-06-24 17:43:00
49,43,1999-06-24 17:43:00
49,3,1999-06-24 17:43:00
49,60,1999-06-24 17:43:00
49,36,1999-06-24 17:43:00
49,7,1999-06-24 17:43:00
49,9,1999-06-24 17:43:00
49,35,1999-06-24 17:43:00
49,34,1999-06-24 17:43:00
49,33,1999-06-24 17:43:00
49,55,1999-06-24 17:43:00
49,37,1999-06-24 17:43:00
49,56,1999-06-24 17:43:00
49,32,1999-06-24 17:43:00
49,31,1999-06-24 17:43:00
49,30,1999-06-24 17:43:00
49,29,1999-06-24 17:43:00
49,25,1999-06-24 17:43:00
49,39,1999-06-24 17:43:00
49,48,1999-06-24 17:43:00
49,24,1999-06-24 17:43:00
49,23,1999-06-24 17:43:00
49,40,1999-06-24 17:43:00
49,22,1999-06-24 17:43:00
49,21,1999-06-24 17:43:00
49,77,1999-06-24 17:43:00
49,20,1999-06-24 17:43:00
49,41,1999-06-24 17:43:00
49,8,1999-06-24 17:43:00
49,6,1999-06-24 17:43:00
49,51,1999-06-24 17:43:00
49,17,1999-06-24 17:43:00
49,12,1999-06-24 17:43:00
49,15,1999-06-24 17:43:00
49,10,1999-06-24 17:43:00
49,93,1999-06-24 17:43:00
49,52,1999-06-24 17:43:00
49,13,1999-06-24 17:43:00
49,14,1999-06-24 17:43:00
49,89,1999-06-24 17:43:00
49,92,1999-06-24 17:43:00
49,64,1999-06-24 17:43:00
49,57,1999-06-24 17:43:00
49,65,1999-06-24 17:43:00
49,91,1999-06-24 17:43:00
49,90,1999-06-24 17:43:00
49,66,1999-06-24 17:43:00
49,76,1999-06-24 17:43:00
49,63,1999-06-24 17:43:00
49,68,1999-06-24 17:43:00
49,62,1999-06-24 17:43:00
49,75,1999-06-24 17:43:00
49,74,1999-06-24 17:43:00
49,2,1999-06-24 17:43:00
49,1,1999-06-24 17:43:00
49,73,1999-06-24 17:43:00
49,59,1999-06-24 17:43:00
49,58,1999-06-24 17:43:00
49,88,1999-06-24 17:43:00
49,61,1999-06-24 17:43:00
49,69,1999-06-24 17:43:00
49,16,1999-06-24 17:43:00
73,11,1999-06-24 18:18:00
5,26,1999-06-25 09:30:00
3,40,1999-06-25 11:43:00
11,84,1999-06-29 09:20:00
10,3,1999-06-29 15:33:00
74,76,1999-06-30 15:21:00
92,5,1999-07-02 17:22:00
6,76,1999-07-07 12:55:00
22,52,1999-07-07 18:16:00
76,2,1999-07-07 19:30:00
41,73,1999-07-08 15:36:00
3,19,1999-07-10 13:19:00
74,31,1999-07-12 19:07:00
24,3,1999-07-13 14:10:00
26,2,1999-07-15 15:39:00
31,39,1999-07-16 09:41:00
11,28,1999-07-16 10:42:00
65,8,1999-07-16 14:51:00
65,87,1999-07-16 14:51:00
65,56,1999-07-16 14:51:00
22,43,1999-07-19 10:32:00
44,80,1999-07-21 18:30:00
22,0,1999-07-22 17:06:00
49,71,1999-07-23 09:36:00
49,85,1999-07-23 09:36:00
49,50,1999-07-23 09:36:00
49,11,1999-07-23 09:36:00
49,45,1999-07-23 09:36:00
73,39,1999-07-27 14:12:00
22,24,1999-07-28 09:28:00
69,56,1999-07-28 15:00:00
3,36,1999-07-28 15:36:00
65,61,1999-07-28 17:00:00
71,39,1999-07-29 09:44:00
71,59,1999-07-29 09:44:00
71,50,1999-07-29 09:44:00
71,47,1999-07-29 09:44:00
71,31,1999-07-29 09:44:00
71,51,1999-07-29 09:44:00
71,15,1999-07-29 09:44:00
71,75,1999-07-29 09:44:00
71,74,1999-07-29 09:44:00
71,6,1999-07-29 09:44:00
71,11,1999-07-29 09:44:00
52,73,1999-07-30 18:35:00
42,51,1999-08-02 14:20:00
22,92,1999-08-03 11:11:00
55,73,1999-08-03 17:38:00
70,47,1999-08-04 10:26:00
3,52,1999-08-09 15:10:00
65,89,1999-08-09 17:38:00
44,30,1999-08-11 08:40:00
11,51,1999-08-11 13:02:00
11,7,1999-08-11 15:59:00
42,42,1999-08-15 13:29:00
22,20,1999-08-18 16:34:00
11,33,1999-08-23 16:38:00
30,56,1999-08-27 18:05:00
75,70,1999-08-30 19:33:00
22,53,1999-08-31 11:50:00
24,54,1999-09-01 11:17:00
44,75,1999-09-01 17:11:00
22,61,1999-09-01 17:11:00
22,31,1999-09-01 17:11:00
22,8,1999-09-01 17:11:00
22,15,1999-09-01 17:11:00
39,11,1999-09-03 13:57:00
66,11,1999-09-08 11:25:00
11,2,1999-09-08 12:55:00
94,5,1999-09-10 06:24:00
3,35,1999-09-13 10:16:00
22,51,1999-09-13 17:06:00
22,56,1999-09-13 17:06:00
22,89,1999-09-13 17:06:00
22,65,1999-09-13 17:06:00
22,39,1999-09-13 17:06:00
22,63,1999-09-13 17:06:00
22,62,1999-09-13 17:06:00
11,30,1999-09-16 14:24:00
11,26,1999-09-16 15:48:00
24,64,1999-09-20 11:48:00
5,75,1999-09-21 16:46:00
22,82,1999-09-23 17:03:00
5,7,1999-09-24 15:59:00
5,61,1999-09-24 16:20:00
5,33,1999-09-27 11:46:00
3,33,1999-09-27 15:25:00
44,36,1999-09-28 15:20:00
44,0,1999-09-28 17:10:00
55,70,1999-09-30 13:36:00
55,98,1999-09-30 13:36:00
24,31,1999-09-30 15:15:00
24,76,1999-09-30 15:15:00
24,52,1999-09-30 15:15:00
73,31,1999-10-01 09:18:00
74,55,1999-10-04 13:01:00
74,43,1999-10-04 13:01:00
74,52,1999-10-04 13:01:00
74,26,1999-10-04 13:01:00
74,74,1999-10-04 13:01:00
74,73,1999-10-04 13:01:00
42,70,1999-10-05 09:45:00
3,47,1999-10-06 08:56:00
4,18,1999-10-07 18:02:00
4,30,1999-10-07 18:05:00
11,32,1999-10-11 10:32:00
22,14,1999-10-11 14:21:00
73,61,1999-10-11 18:40:00
50,24,1999-10-12 14:49:00
22,13,1999-10-14 14:40:00
87,21,1999-10-18 09:28:00
87,79,1999-10-18 09:28:00
58,11,1999-10-19 11:01:00
58,50,1999-10-19 11:01:00
5,14,1999-10-20 14:03:00
73,8,1999-10-20 18:08:00
22,54,1999-10-21 09:25:00
11,54,1999-10-21 09:47:00
22,18,1999-10-22 17:07:00
11,11,1999-10-25 13:09:00
42,25,1999-10-27 14:30:00
42,72,1999-10-27 14:30:00
42,14,1999-10-27 14:30:00
44,45,1999-11-01 09:22:00
22,10,1999-11-03 09:37:00
50,79,1999-11-03 12:14:00
50,21,1999-11-03 12:14:00
63,79,1999-11-03 14:11:00
63,37,1999-11-03 14:11:00
63,40,1999-11-03 14:11:00
63,39,1999-11-03 14:11:00
63,44,1999-11-03 14:11:00
63,45,1999-11-03 14:11:00
63,46,1999-11-03 14:11:00
63,35,1999-11-03 14:11:00
63,33,1999-11-03 14:11:00
63,48,1999-11-03 14:11:00
63,31,1999-11-03 14:11:00
63,30,1999-11-03 14:11:00
63,29,1999-11-03 14:11:00
63,25,1999-11-03 14:11:00
63,24,1999-11-03 14:11:00
63,23,1999-11-03 14:11:00
63,21,1999-11-03 14:11:00
63,20,1999-11-03 14:11:00
63,34,1999-11-03 14:11:00
63,53,1999-11-03 14:11:00
63,75,1999-11-03 14:11:00
63,72,1999-11-03 14:11:00
63,71,1999-11-03 14:11:00
63,69,1999-11-03 14:11:00
63,68,1999-11-03 14:11:00
63,66,1999-11-03 14:11:00
63,65,1999-11-03 14:11:00
63,51,1999-11-03 14:11:00
63,19,1999-11-03 14:11:00
63,54,1999-11-03 14:11:00
63,56,1999-11-03 14:11:00
63,57,1999-11-03 14:11:00
63,50,1999-11-03 14:11:00
63,61,1999-11-03 14:11:00
63,64,1999-11-03 14:11:00
63,62,1999-11-03 14:11:00
63,8,1999-11-03 14:11:00
63,11,1999-11-03 14:11:00
63,13,1999-11-03 14:11:00
63,80,1999-11-03 14:11:00
63,6,1999-11-03 14:11:00
63,89,1999-11-03 14:11:00
63,5,1999-11-03 14:11:00
63,4,1999-11-03 14:11:00
63,3,1999-11-03 14:11:00
63,9,1999-11-03 14:11:00
63,18,1999-11-03 14:11:00
63,15,1999-11-03 14:11:00
63,16,1999-11-03 14:11:00
63,17,1999-11-03 14:11:00
63,2,1999-11-03 14:11:00
63,85,1999-11-03 14:11:00
3,45,1999-11-09 08:12:00
50,7,1999-11-09 08:59:00
76,31,1999-11-09 13:26:00
76,8,1999-11-09 13:26:00
44,8,1999-11-12 11:11:00
47,50,1999-11-12 13:50:00
11,74,1999-11-17 13:24:00
10,5,1999-11-17 17:36:00
3,48,1999-11-22 06:34:00
11,65,1999-11-28 09:10:00
3,13,1999-11-29 11:47:00
5,13,1999-12-01 11:29:00
44,2,1999-12-03 09:53:00
42,87,1999-12-07 08:53:00
74,14,1999-12-07 09:59:00
3,17,1999-12-07 15:35:00
4,10,1999-12-07 17:06:00
5,106,1999-12-07 18:03:00
75,21,1999-12-08 09:50:00
11,85,1999-12-09 17:18:00
22,5,1999-12-10 17:05:00
16,5,1999-12-13 16:00:00
11,24,1999-12-15 13:46:00
44,56,1999-12-15 14:33:00
11,25,1999-12-15 14:44:00
11,60,1999-12-15 18:22:00
3,6,1999-12-16 09:47:00
25,24,1999-12-16 12:58:00
11,53,1999-12-17 09:28:00
53,25,1999-12-17 12:04:00
79,25,1999-12-17 17:30:00
79,24,1999-12-17 17:30:00
21,24,1999-12-20 17:26:00
21,25,1999-12-20 17:26:00
4,24,1999-12-21 09:50:00
11,83,1999-12-21 18:37:00
53,5,1999-12-29 11:47:00
3,20,1999-12-29 11:54:00
5,60,1999-12-30 13:49:00
72,24,2000-01-04 10:24:00
3,3,2000-01-06 16:19:00
3,21,2000-01-07 09:52:00
24,40,2000-01-10 11:16:00
4,8,2000-01-10 13:16:00
16,4,2000-01-10 14:39:00
3,50,2000-01-10 17:55:00
11,59,2000-01-14 09:49:00
16,3,2000-01-14 14:36:00
16,43,2000-01-17 09:29:00
94,6,2000-01-17 10:30:00
8,3,2000-01-18 11:25:00
24,46,2000-01-19 09:20:00
25,17,2000-01-20 17:16:00
11,14,2000-01-21 11:17:00
11,52,2000-01-21 11:17:00
4,14,2000-01-24 10:33:00
4,1,2000-01-24 10:33:00
76,21,2000-01-24 12:16:00
76,73,2000-01-24 12:16:00
76,52,2000-01-24 12:16:00
76,55,2000-01-24 12:16:00
76,14,2000-01-24 12:16:00
3,7,2000-01-25 11:16:00
71,8,2000-01-25 12:04:00
55,14,2000-01-26 08:15:00
55,8,2000-01-26 08:15:00
98,73,2000-01-26 18:22:00
98,42,2000-01-26 18:22:00
98,76,2000-01-26 18:22:00
55,3,2000-01-26 19:22:00
53,3,2000-01-27 14:50:00
53,8,2000-01-27 14:50:00
3,25,2000-01-28 21:47:00
75,50,2000-01-31 09:40:00
75,3,2000-01-31 09:40:00
4,42,2000-01-31 14:44:00
3,18,2000-02-01 05:56:00
72,2,2000-02-01 14:15:00
72,8,2000-02-01 14:15:00
72,17,2000-02-01 14:15:00
72,5,2000-02-01 14:15:00
26,14,2000-02-04 17:07:00
38,5,2000-02-08 16:39:00
38,68,2000-02-08 16:39:00
3,14,2000-02-10 07:57:00
20,45,2000-02-14 14:15:00
20,31,2000-02-14 14:15:00
20,30,2000-02-14 14:15:00
20,6,2000-02-14 14:15:00
20,36,2000-02-14 14:15:00
20,35,2000-02-14 14:15:00
20,4,2000-02-14 14:15:00
20,33,2000-02-14 14:15:00
20,5,2000-02-14 14:15:00
20,61,2000-02-14 14:15:00
20,42,2000-02-14 14:15:00
20,23,2000-02-14 14:15:00
20,24,2000-02-14 14:15:00
20,2,2000-02-14 14:15:00
20,72,2000-02-14 14:15:00
20,69,2000-02-14 14:15:00
20,39,2000-02-14 14:15:00
20,75,2000-02-14 14:15:00
20,80,2000-02-14 14:15:00
20,37,2000-02-14 14:15:00
20,34,2000-02-14 14:15:00
20,56,2000-02-14 14:15:00
20,51,2000-02-14 14:15:00
20,8,2000-02-14 14:15:00
20,11,2000-02-14 14:15:00
20,17,2000-02-14 14:15:00
20,16,2000-02-14 14:15:00
20,18,2000-02-14 14:15:00
20,13,2000-02-14 14:15:00
20,15,2000-02-14 14:15:00
20,46,2000-02-14 14:15:00
20,50,2000-02-14 14:15:00
20,19,2000-02-14 14:15:00
20,54,2000-02-14 14:15:00
20,48,2000-02-14 14:15:00
20,53,2000-02-14 14:15:00
94,50,2000-02-14 16:16:00
31,75,2000-02-14 16:36:00
31,15,2000-02-15 13:02:00
22,48,2000-02-15 14:47:00
22,80,2000-02-15 14:47:00
22,69,2000-02-15 14:47:00
80,30,2000-02-15 17:40:00
75,97,2000-02-17 15:23:00
22,23,2000-02-17 16:49:00
4,9,2000-02-17 18:28:00
5,23,2000-02-18 11:18:00
31,8,2000-02-18 18:45:00
70,61,2000-02-22 11:35:00
75,76,2000-02-25 17:17:00
63,76,2000-02-28 16:56:00
63,81,2000-02-28 16:56:00
63,74,2000-02-28 16:56:00
63,26,2000-02-28 16:56:00
63,32,2000-02-28 16:56:00
