From,To,Time
55,4,39873
83,15,39967
82,180,40442
64,42,40989
64,100,40989
261,180,41678
261,56,41678
261,255,41678
261,246,41678
261,35,41678
181,180,41680
257,259,41736
261,19,42035
261,120,42035
261,43,42145
150,238,42360
150,110,42360
150,212,42360
150,72,42360
150,131,42360
241,162,42481
275,103,42548
275,107,42548
275,26,42548
275,15,42548
275,266,42548
275,21,42548
275,70,42548
275,170,42548
275,109,42548
275,236,42548
275,93,42548
275,278,42548
275,144,42548
275,136,42548
275,67,42548
45,42,42896
71,199,43089
71,9,43089
71,126,43089
83,42,43305
144,236,43455
64,216,43575
64,23,43575
64,19,43575
38,243,43801
67,2,44188
126,42,44439
266,93,44468
120,185,45081
101,113,45283
101,183,45283
101,50,45283
101,61,45283
101,274,45283
101,66,45283
101,281,45283
101,69,45283
101,3,45283
101,151,45283
200,108,45466
24,75,46091
106,218,46139
263,143,46441
202,2,46514
25,68,46563
272,154,46637
25,188,46806
221,19,46823
251,210,47001
72,98,47214
261,23,48013
258,42,48276
56,119,48344
11,237,48599
82,147,48766
82,237,48766
82,251,48766
144,103,48963
261,191,49068
261,76,49068
261,33,49068
7,147,49283
247,181,49993
263,271,50118
25,124,50372
245,120,51239
120,217,51391
174,199,52628
120,37,52791
62,45,53374
160,54,53377
9,113,53508
9,69,53508
9,121,53508
9,0,53508
9,272,53508
203,38,53560
124,8,54778
250,106,56866
250,175,57054
17,58,57132
30,280,57446
46,75,57958
251,197,57985
175,215,58249
204,96,59169
106,135,63009
185,218,63875
106,215,70082
90,104,88350
43,115,106053
115,119,109754
116,104,111965
119,233,112663
83,163,112789
100,23,113018
123,122,114031
123,227,114031
123,62,114031
263,219,115011
281,213,115692
58,19,116936
58,35,116936
58,177,116936
84,177,116971
108,40,117106
142,44,117197
113,148,117245
180,161,117394
180,139,117394
180,195,117394
169,263,118310
273,180,118829
19,56,118984
13,210,119345
245,185,120204
48,187,121344
153,236,121603
69,25,122177
50,236,122266
93,14,122853
132,35,123245
266,67,123809
38,19,123850
42,254,125057
81,64,125138
38,153,125254
63,124,125366
63,251,125366
62,43,126050
110,131,126250
201,153,126369
27,213,127048
14,68,130433
25,126,130534
262,104,131564
269,46,132496
272,121,132585
41,42,134250
206,42,134254
90,262,134796
198,149,134868
198,188,135001
263,198,135749
7,181,136023
82,161,136373
82,181,136373
82,9,136373
82,54,136373
82,7,136373
82,157,136373
198,216,137270
100,180,137609
100,147,137609
189,262,138162
218,63,138721
254,222,139253
254,35,139253
46,24,139512
42,81,140688
213,86,142006
180,63,142929
108,243,145510
108,45,145573
108,122,147096
108,176,148305
108,210,148570
56,35,198429
239,169,198722
40,210,199865
104,65,200496
273,42,200722
52,44,200734
176,199,201221
58,42,201356
100,42,201722
35,19,202074
214,63,202250
214,42,202250
63,172,202437
99,174,202999
99,0,202999
99,117,202999
99,4,202999
99,205,202999
99,143,202999
99,176,202999
99,152,202999
99,242,202999
99,134,202999
99,71,202999
99,66,202999
99,199,203090
202,53,203726
142,98,204001
163,35,205416
243,201,205497
202,182,206951
155,184,206981
155,18,206981
114,274,207507
63,65,207592
209,210,207718
58,158,208298
40,237,208872
63,250,209260
203,42,209324
6,60,210549
6,48,210549
83,63,210755
97,149,210763
42,15,210885
39,124,211131
42,54,212690
42,143,212755
42,165,212755
124,78,214905
182,97,215097
201,93,217854
45,276,218099
63,215,218190
215,250,218738
2,16,219027
237,45,219118
215,204,219878
100,210,220021
141,194,220615
216,153,221231
242,55,224646
94,218,225581
171,217,225672
141,267,225774
171,175,226008
171,76,226020
171,245,226716
251,147,226942
250,24,227439
94,245,229885
70,67,230171
46,245,231919
148,202,233219
148,226,233219
254,197,235765
160,40,235775
143,271,235842
17,198,241126
216,119,283735
23,56,286776
187,60,286831
56,216,287413
257,168,289103
261,46,289785
261,142,289785
25,31,290048
202,33,290162
31,114,290270
9,242,290410
261,141,290431
198,158,290486
161,139,291458
69,151,291534
216,188,291678
251,39,292563
25,235,293921
152,143,295397
139,7,295411
100,216,295710
216,17,296993
216,214,296993
216,180,296993
9,143,298145
9,55,298145
35,23,298665
133,11,299523
133,123,299523
133,45,299523
133,122,299523
133,265,299523
133,54,299523
133,157,299523
133,227,299523
133,229,299523
94,120,299931
62,160,300025
108,249,300240
77,132,300485
77,207,300485
42,247,300845
48,60,301265
35,255,301365
254,63,301690
254,14,301690
108,46,301800
58,83,302030
124,264,302151
189,182,302370
141,197,304521
34,155,304547
238,120,304815
25,280,305430
222,255,305833
63,197,305961
263,103,307373
89,227,307475
17,202,307475
83,14,307572
215,44,308611
215,158,308611
215,194,308611
71,242,309055
104,97,309133
267,215,309257
215,135,309924
58,15,310190
42,251,310430
258,63,310510
237,147,311879
237,251,311879
251,254,312098
251,106,312098
176,202,312779
242,133,313407
39,43,315861
42,197,318903
195,165,319027
44,217,322981
46,106,327098
254,2,332595
83,180,371815
83,178,371960
8,165,372273
8,251,372368
113,31,373941
225,134,374768
76,180,374867
76,247,374867
134,176,375480
141,96,375734
176,66,375785
6,187,376005
272,69,376574
184,238,376595
62,11,376647
62,229,376647
62,265,376647
62,237,376647
62,157,376647
62,122,376647
62,54,376647
42,207,377630
193,211,378610
134,143,378758
134,71,379327
134,4,379327
238,102,379711
161,76,379738
274,197,381143
274,31,381143
142,42,382772
264,165,383779
203,263,385551
255,180,386174
25,275,386539
25,216,386792
184,150,386956
184,145,386956
184,34,386956
184,72,386956
184,131,386956
184,137,386956
184,212,386956
184,110,386956
184,230,386956
184,159,386956
23,31,388420
106,171,388636
11,263,388839
120,106,388945
181,139,390995
230,155,391163
230,150,391163
124,237,393083
210,213,393433
47,172,393760
272,280,394102
272,270,394102
272,165,394637
239,153,394977
239,93,394977
58,153,396237
192,141,396286
19,197,396608
42,156,396732
100,254,397507
252,141,398163
238,35,398412
251,5,398881
270,55,399289
2,272,400637
2,270,400677
1,104,407232
2,180,411707
75,250,574592
198,38,581068
198,169,581068
46,36,602280
46,226,604250
226,250,621711
228,41,629882
133,160,630321
133,40,630321
133,89,630321
133,178,630321
133,237,630321
133,276,630321
272,253,630667
257,38,631925
14,58,632041
120,46,632081
257,218,632301
242,272,633189
251,217,634698
42,235,636032
176,86,636743
176,0,636743
176,143,636743
176,71,636743
176,242,636743
176,205,636743
139,273,638555
275,216,639747
153,232,641885
210,197,641990
165,147,642543
165,82,642543
165,9,642543
165,55,642543
165,237,642543
165,251,642543
225,176,643285
119,127,643636
25,198,644055
148,2,644069
222,17,646249
222,44,646249
222,230,646249
222,171,646249
118,126,646744
118,278,646744
118,50,646744
118,136,646744
118,280,646744
118,270,646744
118,154,646744
162,42,646991
42,237,647146
57,113,647188
17,191,648165
17,106,648165
31,129,648550
165,181,649824
13,141,650560
134,117,651026
261,94,652178
25,55,652195
89,54,652778
189,65,654483
42,5,654712
147,76,655313
236,103,655857
179,70,656224
18,137,658921
18,145,658921
18,110,658921
18,159,658921
18,238,658921
199,66,668661
2,267,676624
245,63,717734
73,83,719113
200,42,719615
23,254,719681
73,163,719993
170,29,721856
168,196,722198
135,120,723388
134,0,723903
134,66,723903
134,199,723903
134,174,723903
134,242,723903
134,152,723903
134,205,723903
101,226,725245
22,42,725399
238,145,726018
238,137,726018
238,131,726018
238,72,726018
238,34,726018
238,212,726018
238,110,726018
238,230,726018
238,159,726018
31,197,726338
36,120,727042
50,3,727273
42,211,727306
42,188,727650
14,165,727659
143,242,728045
241,135,728290
263,177,728584
246,254,728778
199,9,728872
199,126,728872
142,246,730173
229,45,731072
177,254,731089
214,219,731724
25,165,732502
177,246,732573
35,84,734610
177,233,734884
177,255,734884
177,63,734884
177,42,734884
177,132,735043
177,25,735043
97,65,738292
8,7,738741
25,9,739516
238,17,740523
30,92,741589
30,1,741589
229,122,743322
229,123,743322
251,43,749595
15,216,750173
15,198,750173
171,16,753482
171,154,753482
171,63,753669
171,42,753669
171,32,754734
171,238,755036
29,121,759046
108,113,801740
87,229,801805
142,254,805032
154,254,806004
179,109,806549
140,42,807242
175,120,807264
25,214,808044
120,75,808090
23,14,808600
58,180,808659
76,185,808902
76,74,808902
74,185,809002
74,33,809002
186,89,810035
41,244,810131
130,14,812253
130,58,812253
130,158,812253
78,45,815426
242,182,816238
75,226,816311
64,119,817060
232,58,817250
210,143,818912
7,157,819428
263,63,820662
181,33,821251
120,250,822735
242,45,824449
247,7,825150
269,47,825457
227,122,825950
51,114,826851
23,4,829918
23,150,829918
23,55,829918
23,65,829918
2,23,830641
23,158,830693
6,280,830945
205,174,831996
106,217,832016
106,241,834287
194,155,834498
194,171,834498
194,106,834498
194,150,834498
251,23,835253
106,74,836795
251,218,836842
251,135,836842
251,46,836842
251,155,836842
251,250,836842
251,194,836842
185,217,839750
251,274,840294
251,180,840893
147,210,844720
128,46,846101
226,202,850174
38,23,853639
124,165,889402
155,150,891059
119,275,892125
110,220,894192
50,281,894360
139,89,895485
58,246,896678
62,89,897031
238,254,897861
171,185,898097
14,17,898362
171,210,898625
253,187,898843
171,120,899109
280,231,900727
171,100,901891
196,244,902565
242,124,903565
232,198,905262
108,175,905644
233,42,905706
233,211,906333
69,281,907413
17,104,908289
82,19,908366
58,202,908495
42,39,914053
171,197,914643
263,251,914739
141,162,917991
24,87,980009
24,128,980344
85,169,984919
85,38,984919
206,63,1003851
226,267,1044466
40,178,1068729
250,214,1176517
126,103,1177399
242,25,1181360
202,203,1231407
243,40,1234332
141,204,1234827
141,95,1234827
213,42,1236722
100,52,1237818
179,67,1238296
142,226,1240034
23,216,1240546
136,15,1241087
31,101,1241176
31,151,1241176
82,210,1242298
56,255,1243440
30,231,1243694
216,147,1243754
194,267,1244086
232,52,1244458
172,13,1244511
267,204,1244631
247,82,1244836
242,152,1244942
242,140,1244983
265,45,1247016
100,214,1248049
263,154,1248967
215,46,1249089
34,150,1249258
62,39,1250608
221,201,1250751
62,124,1251404
124,48,1251419
82,55,1251527
100,25,1251582
25,159,1251999
76,202,1253786
202,118,1253921
202,80,1254124
17,68,1254511
31,183,1254998
31,57,1254998
35,59,1255242
178,240,1255273
9,51,1255778
35,177,1255825
25,82,1257649
221,214,1258883
98,127,1259049
210,61,1261166
17,149,1261185
76,38,1261529
82,11,1261753
82,186,1261753
82,122,1261753
76,7,1262077
102,184,1265141
118,6,1323039
118,15,1323039
71,270,1324162
51,50,1327723
51,27,1327723
51,205,1327723
210,31,1329720
210,165,1329720
210,180,1329720
210,211,1329720
224,42,1329881
133,78,1330221
42,263,1330615
180,106,1330876
247,9,1332145
147,195,1332777
169,232,1333789
54,45,1334866
142,171,1335451
214,198,1335597
68,219,1337420
126,154,1340532
108,51,1340794
132,207,1344442
132,81,1344442
143,237,1345773
210,216,1346063
175,218,1346358
106,94,1347781
106,175,1347781
149,104,1347862
120,42,1349575
44,46,1357162
2,46,1360921
135,167,1370489
46,218,1386575
166,165,1409051
211,239,1409744
23,141,1410515
120,180,1410573
226,76,1411795
134,166,1414017
22,63,1414338
110,145,1415236
221,164,1416360
135,94,1416374
135,175,1416374
135,74,1416374
250,128,1417051
97,189,1422239
216,149,1424556
17,209,1426113
203,222,1426317
10,169,1428358
174,117,1429128
247,161,1433100
247,139,1433100
247,195,1433100
148,3,1438020
202,267,1488742
202,130,1490847
235,192,1493105
235,162,1493105
42,17,1494212
251,17,1496268
124,17,1497982
202,86,1500017
29,223,1500201
25,60,1501838
71,4,1505310
155,254,1505579
106,44,1507321
100,222,1508424
100,155,1509188
175,185,1510370
35,165,1510551
35,14,1510551
19,23,1510821
74,215,1511024
74,175,1511024
83,81,1511373
25,250,1512423
222,197,1514511
222,258,1514511
171,46,1518376
6,253,1519216
25,258,1519987
124,9,1520042
25,64,1520295
120,255,1521125
46,110,1550063
82,197,1581412
141,150,1582687
141,106,1582687
141,155,1582687
230,137,1582858
221,202,1583728
272,117,1586100
210,86,1586811
255,25,1587845
102,65,1588936
170,179,1590117
71,117,1590517
157,181,1590863
9,202,1591092
145,137,1592998
163,81,1593612
155,42,1593718
120,44,1597378
211,169,1599634
58,275,1604649
58,26,1604649
215,35,1606193
216,68,1606330
232,70,1607137
2,120,1617480
148,280,1618294
276,62,1751562
198,64,1779335
86,9,1837305
130,42,1839223
75,106,1840580
263,127,1840924
263,142,1840924
143,251,1843259
25,251,1845800
196,47,1845846
143,158,1848203
263,16,1848261
14,155,1850350
14,150,1850350
28,30,1850687
31,69,1850802
106,24,1852273
50,280,1853421
14,273,1855679
2,224,1858904
263,160,1859766
221,188,1859801
236,280,1863335
25,154,1863340
106,142,1865375
253,113,1866525
94,2,1866872
254,158,1867602
43,105,1922992
43,124,1923054
43,264,1923139
141,215,1928831
141,171,1928831
19,251,1929104
19,214,1929104
19,143,1929104
19,237,1929104
163,82,1930770
19,147,1931140
53,33,1932696
78,229,1935341
247,202,1936743
171,250,1939508
100,143,1941056
82,143,1941318
113,4,1941376
25,45,1941754
143,197,1943354
253,154,1944523
119,180,1945539
227,276,1948384
180,52,1949479
63,100,1953138
63,64,1953138
63,235,1953138
63,194,1953138
63,147,1953138
63,211,1953138
63,275,1953138
63,156,1953138
2,171,1953359
213,280,1955923
24,2,1977552
51,213,2011597
38,63,2014860
81,35,2015139
200,144,2015913
247,63,2016963
99,215,2019297
6,213,2022222
180,55,2026291
84,81,2026941
160,240,2029024
160,237,2029093
95,162,2031838
95,252,2031838
95,192,2031838
252,13,2032104
215,18,2032443
190,197,2033442
162,192,2042960
216,143,2045706
216,67,2046758
225,9,2100883
38,42,2101779
172,42,2106756
19,73,2107126
120,58,2109062
230,212,2110104
272,118,2112179
70,278,2113892
120,132,2114705
45,157,2118625
83,197,2119003
108,143,2120468
263,76,2122935
101,129,2123709
124,76,2124726
175,36,2124785
177,44,2125526
130,198,2128017
232,221,2130916
232,130,2130916
189,90,2183092
255,19,2189323
42,124,2190180
38,35,2190902
123,39,2190917
123,43,2191052
123,264,2191084
85,219,2193147
253,228,2193225
8,263,2193699
122,40,2194484
160,229,2194585
120,63,2195376
221,243,2200449
263,213,2200566
132,14,2200645
132,138,2200645
132,48,2200645
132,178,2200645
132,58,2200645
132,59,2200645
212,110,2200787
143,202,2201467
120,233,2203494
143,166,2204867
143,71,2207962
210,42,2208201
218,35,2209190
210,9,2209658
210,118,2209658
210,272,2209658
210,270,2209658
36,171,2211181
160,45,2214991
274,17,2219202
69,2,2367279
245,217,2385660
213,61,2405054
157,276,2443611
216,169,2444737
216,39,2444737
200,164,2444940
131,230,2446407
198,197,2448086
42,9,2448991
179,278,2449510
41,37,2450811
170,278,2454416
23,177,2455922
23,279,2455922
100,182,2456357
43,240,2458519
64,219,2460763
120,76,2463450
135,150,2463965
182,42,2464314
106,185,2464695
76,257,2471035
210,45,2476258
182,149,2501757
131,212,2531390
96,235,2531808
96,192,2531808
96,95,2531808
96,13,2531808
96,267,2531808
169,42,2532426
16,219,2534124
176,271,2536491
157,11,2536539
157,123,2536539
157,160,2536539
157,40,2536539
157,229,2536539
157,265,2536539
157,89,2536539
157,178,2536539
157,54,2536539
157,237,2536539
157,227,2536539
157,122,2536539
67,103,2537459
108,82,2537594
25,161,2538046
20,161,2538236
139,195,2540143
72,130,2542483
210,194,2547394
42,78,2549496
25,181,2555255
46,94,2573663
60,280,2604175
40,82,2625001
230,141,2627921
180,124,2630403
8,209,2632256
259,45,2634733
250,94,2635678
108,273,2636464
19,254,2637568
82,123,2637584
82,45,2637584
82,229,2637584
82,265,2637584
82,133,2637584
41,9,2637839
267,162,2637959
89,124,2638443
120,241,2638662
122,243,2639415
168,16,2639644
98,202,2641096
225,109,2642633
281,183,2644497
46,217,2661152
143,254,2691117
191,76,2700615
253,183,2702998
253,281,2702998
253,176,2702998
253,71,2702998
253,213,2702998
31,207,2706437
169,102,2707424
232,216,2707964
120,83,2712147
23,233,2713725
258,58,2714319
137,155,2716681
44,250,2718379
25,206,2722253
262,146,2723116
145,150,2726328
100,70,2726958
177,99,2728670
63,55,2730659
254,198,2732011
124,55,2732028
206,23,2760679
200,166,2795891
259,206,2800745
17,130,2801688
7,39,2802267
19,222,2802579
178,52,2803466
35,100,2806302
258,14,2807427
126,278,2810037
23,197,2814593
2,101,2814841
222,65,2815934
222,194,2816143
35,85,2816262
52,119,2816429
222,150,2816462
222,3,2816517
222,113,2816582
222,237,2816645
222,214,2816688
222,4,2816784
35,251,2817110
35,143,2817148
35,61,2817308
35,147,2817333
35,210,2817455
35,68,2817485
35,40,2817555
35,126,2817599
35,106,2817718
113,3,2817722
35,155,2819039
218,42,2824054
210,106,2827171
143,66,2941377
108,3,3047420
275,42,3047723
6,228,3048413
147,40,3053557
275,35,3053962
9,251,3055452
247,40,3056026
42,193,3056622
225,126,3058378
9,197,3058595
67,234,3060027
67,93,3060027
67,109,3060027
166,42,3061258
59,138,3062576
145,230,3066760
214,65,3067697
64,109,3067968
64,136,3067968
139,227,3069111
246,149,3070426
120,218,3071311
222,68,3071656
222,126,3071656
50,27,3071687
28,280,3073818
161,7,3079271
253,254,3081843
38,222,3086667
272,55,3087620
24,245,3089741
38,216,3120199
142,58,3134684
211,243,3136253
14,153,3136407
175,32,3140758
274,35,3140945
222,234,3141052
57,101,3141979
222,149,3143159
222,243,3143368
222,55,3143620
222,210,3143620
222,106,3143650
222,156,3144533
272,228,3145876
222,21,3150488
214,23,3151865
280,202,3158690
165,63,3162315
25,120,3162319
16,35,3163224
213,228,3166687
106,158,3167011
44,218,3172689
181,147,3194824
43,76,3219752
133,38,3222783
133,124,3222783
164,214,3226914
149,65,3227313
100,149,3229691
51,174,3230708
100,17,3233201
63,168,3236092
63,143,3237973
206,164,3238578
230,34,3238788
230,72,3238788
230,159,3238788
230,18,3238788
230,110,3238788
143,67,3239877
142,158,3240847
204,162,3242754
225,170,3244050
225,107,3244050
225,26,3244050
225,266,3244050
225,103,3244050
225,21,3244050
225,15,3244050
225,70,3244050
225,236,3244050
225,67,3244050
225,244,3244050
225,144,3244050
225,136,3244050
225,278,3244050
225,93,3244050
56,100,3249014
152,199,3249285
277,240,3249435
168,269,3252657
118,4,3253234
118,69,3253234
182,102,3254134
251,222,3255353
259,218,3261556
221,130,3307522
119,258,3314093
268,58,3315044
205,117,3315245
203,169,3315331
170,126,3318239
35,63,3323303
259,211,3329075
190,158,3329652
2,216,3330440
239,257,3332132
214,38,3339074
113,151,3343920
106,150,3344418
17,175,3345001
17,214,3345003
133,240,3394379
106,33,3398167
255,191,3399838
113,69,3403556
170,50,3404135
118,8,3404525
9,52,3406372
260,29,3409860
120,23,3410029
142,197,3415644
73,254,3416383
236,2,3416423
236,202,3416423
102,248,3421498
102,255,3421905
281,4,3422420
226,87,3422636
226,230,3422989
213,3,3423815
86,166,3505349
54,237,3610121
235,267,3656156
186,54,3658114
19,81,3659940
63,9,3661817
52,143,3668005
15,19,3669399
264,251,3671946
254,60,3674284
254,118,3674284
254,280,3674284
254,67,3674284
254,6,3674284
235,95,3674316
254,263,3674675
254,25,3674675
108,38,3674690
28,65,3675998
100,258,3681083
236,240,3681855
65,35,3682348
251,105,3689274
38,218,3737771
17,103,3745064
77,37,3745502
178,197,3745609
77,14,3746301
77,115,3746301
77,58,3746301
77,25,3746301
77,35,3747052
184,33,3751144
38,254,3751845
50,148,3755079
198,109,3755087
14,81,3758458
45,11,3760763
159,155,3761226
213,143,3762697
213,152,3762697
35,31,3762914
83,153,3763771
18,63,3766518
194,198,3766783
86,17,3771239
251,198,3780970
146,90,3788155
50,205,3831373
172,80,3831896
172,168,3831896
263,153,3837053
159,37,3837090
36,74,3838575
58,141,3843592
76,168,3844047
155,197,3844913
155,177,3844913
18,34,3845067
267,58,3845119
120,19,3845603
127,177,3846498
58,211,3847683
120,100,3847983
2,208,3848623
6,154,3850101
25,211,3850719
180,35,3852366
180,222,3852366
185,33,3855791
188,23,3856854
29,68,3913653
13,235,3915086
198,210,3917061
78,11,3919708
78,54,3920437
168,47,3921151
206,200,3925021
206,112,3925021
206,138,3925021
206,53,3925021
206,59,3925021
206,260,3925021
206,166,3925021
246,251,3925118
81,197,3931352
120,128,3938239
65,90,4003432
204,63,4003726
204,42,4003726
85,160,4007441
31,281,4009529
38,3,4014376
1,90,4015854
17,213,4016669
17,55,4016669
17,4,4016669
25,48,4021373
143,246,4028397
2,105,4032385
2,153,4038624
171,218,4053589
171,35,4054403
171,43,4054403
171,261,4054403
171,260,4054403
103,23,4262517
118,61,4263470
118,281,4263470
118,71,4263470
118,209,4263470
118,134,4263470
118,248,4263470
218,74,4263898
42,14,4267414
242,271,4268828
222,15,4274182
22,222,4279711
22,35,4279711
25,137,4284785
25,187,4284858
274,209,4290777
43,23,4341398
38,237,4350137
38,251,4350187
38,147,4350306
38,149,4350441
247,83,4350480
38,274,4350961
38,109,4351052
38,210,4351107
38,143,4351137
75,217,4352928
155,210,4353557
25,56,4353614
147,161,4354532
263,110,4356016
185,44,4357569
7,9,4359653
19,247,4368607
51,99,4370240
142,63,4370650
19,141,4429381
108,264,4432304
63,198,4439658
19,215,4439841
19,198,4439841
19,103,4439841
182,12,4440490
215,171,4442989
215,155,4442989
42,209,4443863
8,213,4448071
278,15,4448110
222,130,4448997
42,150,4449825
222,155,4452184
222,238,4452184
222,188,4452268
150,171,4453580
222,250,4453807
190,19,4455489
180,14,4455598
108,146,4455972
255,23,4457260
80,235,4464752
167,250,4483895
226,0,4516854
209,124,4529793
209,45,4529793
213,55,4533116
52,198,4534570
56,198,4539823
246,63,4543333
70,68,4543865
182,263,4545658
274,61,4548109
178,14,4609505
42,190,4611262
238,76,4614628
202,55,4617971
202,174,4618166
226,13,4619659
31,50,4622941
198,119,4623827
160,186,4625244
164,53,4630489
119,190,4630939
218,87,4631935
23,25,4632016
23,17,4632016
23,52,4632016
85,23,4635698
106,197,4636372
100,97,4865536
79,174,4868497
58,250,4868770
170,67,4871293
202,131,4875350
24,110,4876389
276,202,4881000
274,3,4884073
47,263,4884934
25,279,4885059
26,109,4888011
231,148,4904286
146,97,4952008
25,143,4955089
25,61,4958464
222,274,4960453
222,31,4960453
222,109,4960601
222,275,4960601
35,149,4960871
222,143,4961083
222,165,4961083
222,279,4961200
35,197,4961311
222,211,4961426
35,258,4961550
35,141,4961840
35,194,4961840
35,237,4962575
35,273,4962575
35,64,4962678
159,131,4963786
62,186,4964124
14,44,4968374
25,130,4968879
35,120,4968949
62,78,4969811
235,204,4970098
143,205,4971303
17,197,4975457
35,44,4976394
35,17,4976752
146,280,4979650
240,111,5036637
240,180,5037238
149,158,5037783
79,3,5040965
132,255,5047574
132,83,5047574
132,141,5047574
25,139,5048750
83,31,5049465
83,109,5049746
83,234,5049746
83,275,5049746
83,211,5049883
83,156,5050052
83,210,5050181
83,165,5050261
83,143,5050261
83,38,5050638
83,251,5050717
83,147,5050897
83,237,5050988
83,273,5050988
83,149,5051112
83,141,5052268
83,194,5052268
83,255,5052463
83,155,5052463
83,261,5052541
83,106,5052742
83,64,5052866
83,214,5052940
83,215,5053309
83,258,5053430
83,190,5053557
83,82,5053778
83,198,5053834
160,11,5056510
160,123,5056510
160,265,5056510
160,178,5056510
160,227,5056510
160,89,5056510
160,122,5056510
31,19,5058457
256,91,5060862
80,58,5061560
155,145,5061746
23,119,5062056
23,246,5062056
23,58,5062056
85,25,5064387
174,143,5066716
2,17,5076199
181,78,5082856
52,109,5126391
263,136,5126954
63,153,5127346
164,166,5129596
52,103,5129969
259,85,5131326
141,2,5131338
275,52,5132680
43,40,5134371
256,208,5135567
256,80,5135567
211,23,5137381
279,19,5144455
165,19,5144518
11,229,5148167
180,246,5149512
177,14,5154626
196,51,5210327
58,134,5211147
71,281,5213012
281,209,5213353
179,234,5215230
91,208,5217651
91,196,5217651
91,168,5217651
91,172,5217651
91,47,5217651
91,80,5217651
222,63,5218119
222,42,5218119
134,158,5218623
186,7,5218926
42,4,5220693
